日付,チャネル,SKU,商品名,カテゴリ,数量,単価,売上
2026-02-13,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2026-02-13,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-13,Shopify,APP-004,デニムワイドパンツ,アパレル,2,7980,15960
2026-02-13,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-13,楽天,FOO-006,オリーブオイル EXV 250ml,食品,2,2980,5960
2026-02-14,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-14,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-14,Amazon,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2026-02-14,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-02-14,Amazon,APP-005,ウールニットカーディガン,アパレル,2,7633,15266
2026-02-14,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-14,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-14,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-14,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2026-02-14,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-14,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2026-02-14,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-02-14,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2026-02-14,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1683,1683
2026-02-15,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2026-02-15,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2026-02-15,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-15,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2026-02-15,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-15,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2682,2682
2026-02-15,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-02-15,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-15,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-15,Amazon,APP-005,ウールニットカーディガン,アパレル,2,8980,17960
2026-02-15,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,2,2980,5960
2026-02-15,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2026-02-15,Amazon,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-15,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2026-02-15,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2026-02-15,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-15,楽天,FOO-007,国産味噌 500g,食品,1,1332,1332
2026-02-15,楽天,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-15,楽天,ZAK-005,木製カッティングボード,雑貨,1,3383,3383
2026-02-16,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-02-16,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-16,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-16,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-16,楽天,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2026-02-16,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2026-02-16,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2026-02-16,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,2,5980,11960
2026-02-16,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,2,1680,3360
2026-02-16,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2026-02-16,Shopify,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2026-02-16,Amazon,APP-005,ウールニットカーディガン,アパレル,2,8980,17960
2026-02-16,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-16,楽天,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1782,1782
2026-02-16,楽天,FOO-002,国産はちみつ 250g,食品,2,2480,4960
2026-02-16,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,2958,2958
2026-02-16,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-02-16,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2533,2533
2026-02-17,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-17,Amazon,FOO-002,国産はちみつ 250g,食品,2,2480,4960
2026-02-17,Shopify,FOO-007,国産味噌 500g,食品,2,1480,2960
2026-02-17,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-17,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-17,Amazon,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-17,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-17,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-02-17,楽天,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2026-02-18,楽天,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-02-18,楽天,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2026-02-18,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-18,Shopify,ZAK-002,本革ミニ財布,雑貨,2,6800,13600
2026-02-18,楽天,ZAK-002,本革ミニ財布,雑貨,1,6800,6800
2026-02-18,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2026-02-18,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-18,Shopify,ZAK-004,アロマキャンドル ラベンダー,雑貨,2,1980,3960
2026-02-18,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2026-02-18,楽天,APP-005,ウールニットカーディガン,アパレル,1,7633,7633
2026-02-19,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-19,楽天,FOO-002,国産はちみつ 250g,食品,1,2108,2108
2026-02-19,Shopify,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2026-02-19,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-19,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2026-02-19,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-19,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-19,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-19,Shopify,APP-005,ウールニットカーディガン,アパレル,2,8980,17960
2026-02-19,Amazon,FOO-003,有機紅茶アソート 20袋,食品,2,1428,2856
2026-02-19,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2026-02-19,Amazon,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2026-02-19,Shopify,FOO-007,国産味噌 500g,食品,2,1480,2960
2026-02-19,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2026-02-20,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2026-02-20,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-02-20,楽天,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2026-02-20,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-20,楽天,FOO-008,燻製ナッツアソート 200g,食品,2,1880,3760
2026-02-20,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2026-02-20,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8082,8082
2026-02-20,楽天,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2026-02-21,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-21,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1428,1428
2026-02-21,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-21,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1683,3366
2026-02-21,Amazon,FOO-003,有機紅茶アソート 20袋,食品,1,1512,1512
2026-02-21,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-21,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2026-02-21,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-21,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3132,3132
2026-02-21,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2026-02-21,Amazon,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-21,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-21,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-21,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2026-02-21,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-21,楽天,ZAK-002,本革ミニ財布,雑貨,1,6120,6120
2026-02-21,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2026-02-21,楽天,FOO-007,国産味噌 500g,食品,2,1480,2960
2026-02-22,Shopify,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-22,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-22,Shopify,APP-004,デニムワイドパンツ,アパレル,2,7980,15960
2026-02-22,Shopify,FOO-003,有機紅茶アソート 20袋,食品,2,1680,3360
2026-02-22,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-02-22,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-22,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-22,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3132,3132
2026-02-22,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2026-02-22,Amazon,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2026-02-22,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-22,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-23,Amazon,ZAK-005,木製カッティングボード,雑貨,2,3980,7960
2026-02-23,楽天,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2026-02-23,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2026-02-23,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2232,2232
2026-02-23,Amazon,ZAK-004,アロマキャンドル ラベンダー,雑貨,1,1980,1980
2026-02-23,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-23,楽天,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-23,Amazon,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-23,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-02-24,楽天,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2026-02-24,楽天,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2026-02-24,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-24,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-24,Amazon,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-24,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-24,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-24,Amazon,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-24,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-24,Amazon,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-24,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-24,Amazon,FOO-002,国産はちみつ 250g,食品,2,2480,4960
2026-02-24,楽天,APP-005,ウールニットカーディガン,アパレル,1,8980,8980
2026-02-24,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-02-24,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-24,Amazon,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2026-02-24,Shopify,FOO-004,ドライフルーツミックス 150g,食品,1,1280,1280
2026-02-24,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-24,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-02-25,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1980,3960
2026-02-25,Shopify,FOO-005,クラフトチョコレート 4種セット,食品,2,3680,7360
2026-02-25,楽天,ZAK-002,本革ミニ財布,雑貨,1,6120,6120
2026-02-25,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2980,2980
2026-02-25,Amazon,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-25,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2026-02-25,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3383,3383
2026-02-25,楽天,FOO-002,国産はちみつ 250g,食品,1,2480,2480
2026-02-25,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2026-02-25,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-02-25,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-26,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-26,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2026-02-26,楽天,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-02-26,Shopify,APP-004,デニムワイドパンツ,アパレル,2,6783,13566
2026-02-26,楽天,APP-003,リネンシャツ Mサイズ,アパレル,1,5980,5980
2026-02-26,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-26,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,3,2980,8940
2026-02-26,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-26,楽天,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-26,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,1,2980,2980
2026-02-27,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-02-27,Amazon,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-02-27,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-27,楽天,ZAK-005,木製カッティングボード,雑貨,2,3383,6766
2026-02-27,Amazon,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2026-02-27,Amazon,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-27,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2533,2533
2026-02-27,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-27,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-27,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-02-27,楽天,FOO-004,ドライフルーツミックス 150g,食品,2,1280,2560
2026-02-27,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-28,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-02-28,楽天,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-02-28,Shopify,ZAK-002,本革ミニ財布,雑貨,1,6120,6120
2026-02-28,Amazon,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-02-28,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-02-28,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,1,3480,3480
2026-02-28,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2026-02-28,楽天,FOO-001,シングルオリジンコーヒー豆 200g,食品,1,1980,1980
2026-02-28,Shopify,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2026-03-01,Shopify,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-03-01,Shopify,APP-002,オーガニックコットンTシャツ ネイビー,アパレル,1,2682,2682
2026-03-01,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,2,2480,4960
2026-03-01,Shopify,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-03-01,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,1,2280,2280
2026-03-01,Shopify,APP-004,デニムワイドパンツ,アパレル,2,7980,15960
2026-03-01,Amazon,ZAK-002,本革ミニ財布,雑貨,1,6120,6120
2026-03-01,Shopify,ZAK-002,本革ミニ財布,雑貨,1,5780,5780
2026-03-01,楽天,FOO-006,オリーブオイル EXV 250ml,食品,1,2682,2682
2026-03-01,Amazon,FOO-007,国産味噌 500g,食品,1,1480,1480
2026-03-01,Amazon,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2026-03-01,Shopify,FOO-001,シングルオリジンコーヒー豆 200g,食品,2,1782,3564
2026-03-01,楽天,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2026-03-01,Amazon,ZAK-005,木製カッティングボード,雑貨,1,3980,3980
2026-03-02,楽天,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2026-03-02,楽天,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2280,4560
2026-03-02,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-03-02,Shopify,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-03-02,Amazon,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2026-03-02,楽天,FOO-004,ドライフルーツミックス 150g,食品,1,1152,1152
2026-03-02,Amazon,FOO-003,有機紅茶アソート 20袋,食品,1,1512,1512
2026-03-02,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-03-02,Shopify,FOO-008,燻製ナッツアソート 200g,食品,1,1880,1880
2026-03-02,楽天,APP-001,オーガニックコットンTシャツ ホワイト,アパレル,2,2980,5960
2026-03-02,楽天,ZAK-003,陶器マグカップ 2個セット,雑貨,1,2480,2480
2026-03-02,Shopify,FOO-006,オリーブオイル EXV 250ml,食品,1,2980,2980
2026-03-02,楽天,FOO-005,クラフトチョコレート 4種セット,食品,1,3680,3680
2026-03-02,Shopify,FOO-003,有機紅茶アソート 20袋,食品,1,1680,1680
2026-03-02,Shopify,ZAK-001,帆布トートバッグ Mサイズ,雑貨,2,3480,6960
2026-03-02,Amazon,APP-004,デニムワイドパンツ,アパレル,1,7980,7980
2026-03-03,Shopify,ZAK-007,リネンキッチンクロス 3枚組,雑貨,1,1680,1680
2026-03-03,Amazon,ZAK-006,ステンレスタンブラー 350ml,雑貨,2,2052,4104
